"propertyid","quickrefid_x","propertynumber","legaldesc","legallocationcode","legallocationdesc","subblock","sublot","taxingunitlist","mapnumber","currmarketvalue","currassessedvalue","currlandvalue","currimprovmentvalue","curragvalue","marketvalue","assessedvalue","landvalue","improvmentvalue","agvalue","squarefootage","nbhdcode","nbhddesc","situs","situsstreetnumber","situsstreetname","situsstreetsuffix","situscity","situsstate","situszip","schooltaxingunits","segclass","actyrbuilt","deeddate","fplumbing","fnumhalfbath","feffyear","fsptb","defaultmarketareadesc","ma","maarea","ma2","maarea2","matotalarea","garage","garagearea","openporch","oparea","datadate","transfervaliditycode","pool","poolarea","patio","patioarea","dg","deck","deckarea","fbedrooms","dgarea"
"223928","R411820","R-16-3022-000N-0030","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 30","S7704","S7704 - Avery South Sec 1 Ph 1","N","30","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","1052626.0","744779.0","153000.0","899626.0","0.0","765902.0","677072.0","106000.0","659902.0","0.0","4276.0","R251501D","R251501D - Avery Ranch South","9920 VALDERRAMA DR, AUSTIN, TX  78717","9920","VALDERRAMA","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2003-10-28 00:00:00.000","2.0","1.0","2003.0","A1","WEST ROUND ROCK MRA","1.0","2574.0","1.0","1702.0","4276.0","1.0","722.0","1.0","149.0","2022-04-13 04:00:02.307","nan","1","751","1","688","nan","nan","nan","nan","nan"
"233087","R424390","R-16-3023-000B-0027","S7999 - Avery South Sec 1 Ph 2, BLOCK B, Lot 27","S7999","S7999 - Avery South Sec 1 Ph 2","B","27","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","784295.0","784295.0","130000.0","654295.0","0.0","480000.0","480000.0","89000.0","391000.0","0.0","3005.0","R251501D","R251501D - Avery Ranch South","9717 PASATIEMPO DR, AUSTIN, TX  78717","9717","PASATIEMPO","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2005-11-02 00:00:00.000","3.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","1341.0","1.0","1664.0","3005.0","1.0","400.0","2.0","246.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233141","R424444","R-16-3023-000G-0011","S7999 - Avery South Sec 1 Ph 2, BLOCK G, Lot 11","S7999","S7999 - Avery South Sec 1 Ph 2","G","11","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","689852.0","467820.0","130000.0","559852.0","0.0","429754.0","425291.0","89000.0","340754.0","0.0","2963.0","R251501D","R251501D - Avery Ranch South","9700 CASTLE PINES DR, AUSTIN, TX  78717","9700","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2004.0","2010-03-12 00:00:00.000","2.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","1525.0","1.0","1438.0","2963.0","1.0","440.0","1.0","123.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233181","R424484","R-16-3023-000K-0025","S7999 - Avery South Sec 1 Ph 2, BLOCK K, Lot 25","S7999","S7999 - Avery South Sec 1 Ph 2","K","25","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","891978.0","637488.0","153000.0","738978.0","0.0","623613.0","577238.0","106000.0","517613.0","0.0","3535.0","R251501D","R251501D - Avery Ranch South","15424 BELFIN DR, AUSTIN, TX  78717","15424","BELFIN","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2018-08-31 00:00:00.000","3.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","1966.0","1.0","1569.0","3535.0","1.0","790.0","3.0","347.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","5.000000","nan"
"233196","R424499","R-16-3023-000L-0003","S7999 - Avery South Sec 1 Ph 2, BLOCK L, Lot 3","S7999","S7999 - Avery South Sec 1 Ph 2","L","3","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","884522.0","643364.0","145000.0","739522.0","0.0","614631.0","584876.0","103000.0","511631.0","0.0","3756.0","R251501D","R251501D - Avery Ranch South","15513 FERNHILL DR, AUSTIN, TX  78717","15513","FERNHILL","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2012-06-06 00:00:00.000","3.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2200.0","1.0","1556.0","3756.0","1.0","774.0","2.0","222.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"296086","R492995","R-16-3089-000H-0004","S9574 - AVERY SOUTH SEC 2 (LTS 1-2) & PH 4 (LTS 3-4) AMD, BLOCK H, Lot 4","S9574","S9574 - AVERY SOUTH SEC 2 (LTS 1-2) & PH 4 (LTS 3-4) AMD","H","4","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","767040.0","531405.0","145000.0","622040.0","0.0","493912.0","483095.0","103000.0","390912.0","0.0","2688.0","R251501D","R251501D - Avery Ranch South","9633 MORGAN CREEK DR, AUSTIN, TX  78717","9633","MORGAN CREEK","DR","AUSTIN","TX","78717","SRR","R5","2008.0","2016-08-26 00:00:00.000","3.0","","2008.0","A1","WEST ROUND ROCK MRA","1.0","1689.0","1.0","999.0","2688.0","1.0","545.0","2.0","154.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","165","nan","nan","nan","nan","nan"
"223778","R411670","R-16-3022-000A-0008","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK A, Lot 8","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","A","8","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","783595.0","572473.0","130000.0","653595.0","0.0","539392.0","520430.0","89000.0","450392.0","0.0","3290.0","R251501D","R251501D - Avery Ranch South","9908 PUMPKIN RIDGE CT, AUSTIN, TX  78717","9908","PUMPKIN RIDGE","CT","AUSTIN","TX","78717","SRR","R5","2002.0","2019-07-05 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1516.0","1.0","1774.0","3290.0","1.0","609.0","1.0","63.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223801","R411693","R-16-3022-000B-0020","S7704 - Avery South Sec 1 Ph 1, BLOCK B, Lot 20","S7704","S7704 - Avery South Sec 1 Ph 1","B","20","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","742463.0","742463.0","130000.0","612463.0","0.0","471470.0","471470.0","89000.0","382470.0","0.0","2698.0","R251501D","R251501D - Avery Ranch South","15700 FISHER ISLAND DR, AUSTIN, TX  78717","15700","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2016-11-09 00:00:00.000","2.0","1.0","2003.0","A1","WEST ROUND ROCK MRA","1.0","1331.0","1.0","1367.0","2698.0","1.0","484.0","2.0","180.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223845","R411737","R-16-3022-000I-0004","S7957 - Avery South Sec 1 Ph 1 (lts 2-10 Blk I Resub), BLOCK I, Lot 4","S7957","S7957 - Avery South Sec 1 Ph 1 (lts 2-10 Blk I Resub)","I","4","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","720674.0","500617.0","145000.0","575674.0","0.0","478386.0","455106.0","103000.0","375386.0","0.0","2466.0","R251501D","R251501D - Avery Ranch South","15408 WHISTLING STRAITS DR, AUSTIN, TX  78717","15408","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2014-09-05 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2466.0","","0.0","2466.0","1.0","682.0","1.0","60.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","1","288","nan","nan"
"223858","R411750","R-16-3022-000I-0017","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK I, Lot 17","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","I","17","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","822142.0","572018.0","145000.0","677142.0","0.0","561743.0","520016.0","103000.0","458743.0","0.0","3305.0","R251501D","R251501D - Avery Ranch South","15516 WHISTLING STRAITS DR, AUSTIN, TX  78717","15516","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2018-08-29 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1477.0","1.0","1828.0","3305.0","1.0","441.0","2.0","147.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","160","nan","1","102","nan","nan"
"223889","R411781","R-16-3022-000K-0001","S7704 - Avery South Sec 1 Ph 1, BLOCK K, Lot 1","S7704","S7704 - Avery South Sec 1 Ph 1","K","1","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","889520.0","637531.0","145000.0","744520.0","0.0","627227.0","579574.0","103000.0","524227.0","0.0","3820.0","R251501D","R251501D - Avery Ranch South","15529 FISHER ISLAND DR, AUSTIN, TX  78717","15529","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2016-12-13 00:00:00.000","2.0","1.0","2003.0","A1","WEST ROUND ROCK MRA","1.0","1616.0","1.0","2204.0","3820.0","1.0","660.0","1.0","42.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","490","nan","nan","nan","nan","nan"
"223914","R411806","R-16-3022-000N-0016","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 16","S7704","S7704 - Avery South Sec 1 Ph 1","N","16","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","851025.0","617295.0","153000.0","698025.0","0.0","589895.0","561177.0","106000.0","483895.0","0.0","2986.0","R251501D","R251501D - Avery Ranch South","15308 WHISTLING STRAITS DR, AUSTIN, TX  78717","15308","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2013-10-22 00:00:00.000","2.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","2986.0","","0.0","2986.0","1.0","626.0","2.0","212.0","2022-04-13 04:00:02.307","VALID","1","421","nan","nan","nan","nan","nan","nan","nan"
"249824","R448819","R-16-3024-000M-0030","AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31), BLOCK M, Lot 30","S8442","S8442 - AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31)","M","30","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","816542.0","582327.0","130000.0","686542.0","0.0","555553.0","529388.0","89000.0","466553.0","0.0","3358.0","R251501D","R251501D - Avery Ranch South","9500 PASATIEMPO DR, AUSTIN, TX  78717","9500","PASATIEMPO","DR","AUSTIN","TX","78717","SRR","R5","2005.0","2011-07-07 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","1551.0","1.0","1807.0","3358.0","1.0","420.0","1.0","63.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","1","255","nan","nan"
"249825","R448820","R-16-3024-000M-0031","AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31), BLOCK M, Lot 31","S8442","S8442 - AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31)","M","31","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","644765.0","461116.0","130000.0","514765.0","0.0","435169.0","419196.0","89000.0","346169.0","0.0","2270.0","R251501D","R251501D - Avery Ranch South","9504 PASATIEMPO DR, AUSTIN, TX  78717","9504","PASATIEMPO","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2014-10-08 00:00:00.000","2.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2270.0","","0.0","2270.0","1.0","420.0","2.0","100.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","1","150","nan","nan"
"249822","R448817","R-16-3024-000M-0028","S8442 - AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31), BLOCK M, Lot 28","S8442","S8442 - AVERY SOUTH SEC 2 (BLK H LTS 1-2 & BLK M LTS 28-31)","M","28","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","772416.0","520435.0","130000.0","642416.0","0.0","485204.0","473123.0","89000.0","396204.0","0.0","2666.0","R251501D","R251501D - Avery Ranch South","15701 EDENDERRY DR, AUSTIN, TX  78717","15701","EDENDERRY","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2004-07-27 00:00:00.000","2.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","1522.0","1.0","1144.0","2666.0","1.0","420.0","2.0","143.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","150","nan","1","154","nan","nan"
"255622","R454037","R-16-3026-000B-0019","S8586 - AVERY SOUTH SEC 2 PH 2, BLOCK B, Lot 19","S8586","S8586 - AVERY SOUTH SEC 2 PH 2","B","19","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-6608","836634.0","571256.0","152000.0","684634.0","0.0","607406.0","519324.0","114000.0","493406.0","0.0","3493.0","R251501D","R251501D - Avery Ranch South","15101 GLEN ECHO DR, AUSTIN, TX  78717","15101","GLEN ECHO","DR","AUSTIN","TX","78717","SRR","R5","2005.0","2020-11-17 00:00:00.000","3.0","","2005.0","A1","WEST ROUND ROCK MRA","1.0","2705.0","1.0","788.0","3493.0","1.0","671.0","2.0","181.0","2022-04-13 04:00:02.307","nan","nan","nan","1","18","nan","nan","nan","nan","nan"
"255695","R454112","R-16-3025-000I-0007","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK I, Lot 7","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","I","7","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","560717.0","560717.0","130000.0","430717.0","0.0","359317.0","359317.0","89000.0","270317.0","0.0","2125.0","R251501D","R251501D - Avery Ranch South","9424 CASTLE PINES DR, AUSTIN, TX  78717","9424","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2005.0","2013-05-24 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","2125.0","","0.0","2125.0","1.0","441.0","1.0","44.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"255721","R454138","R-16-3025-000L-0014","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK L, Lot 14","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","L","14","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","532526.0","532526.0","130000.0","402526.0","0.0","353056.0","353056.0","89000.0","264056.0","0.0","1823.0","R251501D","R251501D - Avery Ranch South","9504 CASTLE PINES DR, AUSTIN, TX  78717","9504","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2005.0","2010-04-28 00:00:00.000","2.0","","2005.0","A1","WEST ROUND ROCK MRA","1.0","1823.0","","0.0","1823.0","1.0","420.0","1.0","30.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"255729","R454146","R-16-3025-000L-0022","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK L, Lot 22","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","L","22","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","572528.0","406018.0","130000.0","442528.0","0.0","369372.0","369107.0","89000.0","280372.0","0.0","2218.0","R251501D","R251501D - Avery Ranch South","9604 CASTLE PINES DR, AUSTIN, TX  78717","9604","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2005.0","2005-08-08 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","1139.0","1.0","1079.0","2218.0","1.0","420.0","2.0","131.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"255738","R454155","R-16-3025-000M-0006","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK M, Lot 6","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","M","6","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","657162.0","441646.0","153000.0","504162.0","0.0","409825.0","401496.0","106000.0","303825.0","0.0","2526.0","R251501D","R251501D - Avery Ranch South","9529 CASTLE PINES DR, AUSTIN, TX  78717","9529","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2005.0","2012-09-11 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","1178.0","1.0","1348.0","2526.0","1.0","420.0","2.0","140.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"255624","R454039","R-16-3026-000B-0021","S8586 - AVERY SOUTH SEC 2 PH 2, BLOCK B, Lot 21","S8586","S8586 - AVERY SOUTH SEC 2 PH 2","B","21","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-6608","873498.0","627831.0","153000.0","720498.0","0.0","601403.0","570755.0","106000.0","495403.0","0.0","3641.0","R251501D","R251501D - Avery Ranch South","15109 GLEN ECHO DR, AUSTIN, TX  78717","15109","GLEN ECHO","DR","AUSTIN","TX","78717","SRR","R5","2005.0","2006-04-19 00:00:00.000","3.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","2858.0","1.0","783.0","3641.0","1.0","566.0","2.0","212.0","2022-04-13 04:00:02.307","nan","nan","nan","1","12","nan","nan","nan","nan","nan"
"255690","R454107","R-16-3025-000I-0002","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK I, Lot 2","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","I","2","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","690861.0","690861.0","130000.0","560861.0","0.0","457244.0","457244.0","89000.0","368244.0","0.0","3053.0","R251501D","R251501D - Avery Ranch South","9404 CASTLE PINES DR, AUSTIN, TX  78717","9404","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2005.0","2008-11-11 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","1571.0","1.0","1482.0","3053.0","1.0","492.0","2.0","219.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"255654","R454069","R-16-3026-000D-0018","S8586 - AVERY SOUTH SEC 2 PH 2, BLOCK D, Lot 18","S8586","S8586 - AVERY SOUTH SEC 2 PH 2","D","18","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-6608","993834.0","710053.0","153000.0","840834.0","0.0","728968.0","645503.0","106000.0","622968.0","0.0","3871.0","R251501D","R251501D - Avery Ranch South","9204 CASTLE PINES DR, AUSTIN, TX  78717","9204","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R5","2005.0","2019-11-19 00:00:00.000","2.0","","2005.0","A1","WEST ROUND ROCK MRA","1.0","3124.0","1.0","747.0","3871.0","1.0","600.0","2.0","321.0","2022-04-13 04:00:02.307","VALID","1","785","nan","nan","nan","nan","nan","nan","nan"
"255692","R454109","R-16-3025-000I-0004","S8536 - AVERY SOUTH SEC 2 PH 1, BLOCK I, Lot 4","S8536","S8536 - AVERY SOUTH SEC 2 PH 1","I","4","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","674528.0","456339.0","145000.0","529528.0","0.0","414854.0","414854.0","103000.0","311854.0","0.0","2713.0","R251501D","R251501D - Avery Ranch South","9412 CASTLE PINES DR, AUSTIN, TX  78717","9412","CASTLE PINES","DR","AUSTIN","TX","78717","SRR","R4","2006.0","2010-02-24 00:00:00.000","2.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","1136.0","1.0","1577.0","2713.0","1.0","441.0","2.0","172.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"271281","R470325","R-16-3093-000B-0003","S8944 - AVERY SOUTH SEC 2 PH 5, BLOCK B, Lot 3","S8944","S8944 - AVERY SOUTH SEC 2 PH 5","B","3","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","836038.0","836038.0","153000.0","683038.0","0.0","588394.0","588394.0","106000.0","482394.0","0.0","3279.0","R251501D","R251501D - Avery Ranch South","9805 SPANISH WELLS DR, AUSTIN, TX  78717","9805","SPANISH WELLS","DR","AUSTIN","TX","78717","SRR","R5","2006.0","2017-08-12 00:00:00.000","3.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","3279.0","","0.0","3279.0","2.0","806.0","2.0","193.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"271328","R470372","R-16-3093-000E-0001","S8944 - AVERY SOUTH SEC 2 PH 5, BLOCK E, Lot 1","S8944","S8944 - AVERY SOUTH SEC 2 PH 5","E","1","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-6608","902891.0","902891.0","153000.0","749891.0","0.0","626087.0","626087.0","106000.0","520087.0","0.0","3849.0","R251501D","R251501D - Avery Ranch South","9101 CASTLE PINE DR, AUSTIN, TX  78717","9101","CASTLE PINE","DR","AUSTIN","TX","78717","SRR","R5","2007.0","2017-05-18 00:00:00.000","3.0","","2007.0","A1","WEST ROUND ROCK MRA","1.0","3009.0","1.0","840.0","3849.0","1.0","614.0","2.0","192.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"271346","R470390","R-16-3091-000F-0013","S8884 - AVERY SOUTH SEC 2 PH 3, BLOCK F, Lot 13","S8884","S8884 - AVERY SOUTH SEC 2 PH 3","F","13","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","805771.0","577476.0","145000.0","660771.0","0.0","553371.0","524978.0","103000.0","450371.0","0.0","3237.0","R251501D","R251501D - Avery Ranch South","15300 FERNHILL DR, AUSTIN, TX  78717","15300","FERNHILL","DR","AUSTIN","TX","78717","SRR","R5","2006.0","2016-08-24 00:00:00.000","3.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","1921.0","1.0","1316.0","3237.0","1.0","441.0","2.0","210.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"271350","R470394","R-16-3091-000G-0013","S8884 - AVERY SOUTH SEC 2 PH 3, BLOCK G, Lot 13","S8884","S8884 - AVERY SOUTH SEC 2 PH 3","G","13","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","655907.0","471085.0","145000.0","510907.0","0.0","447056.0","428259.0","103000.0","344056.0","0.0","2281.0","R251501D","R251501D - Avery Ranch South","15220 FERNHILL DR, AUSTIN, TX  78717","15220","FERNHILL","DR","AUSTIN","TX","78717","SRR","R5","2006.0","2006-05-18 00:00:00.000","2.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","2281.0","","0.0","2281.0","1.0","420.0","2.0","88.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"271359","R470403","R-16-3091-000H-0018","S8884 - AVERY SOUTH SEC 2 PH 3, BLOCK H, Lot 18","S8884","S8884 - AVERY SOUTH SEC 2 PH 3","H","18","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","860328.0","634475.0","145000.0","715328.0","0.0","620226.0","576795.0","103000.0","517226.0","0.0","3166.0","R251501D","R251501D - Avery Ranch South","15321 FERNHILL DR, AUSTIN, TX  78717","15321","FERNHILL","DR","AUSTIN","TX","78717","SRR","R5","2006.0","2007-03-09 00:00:00.000","3.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","1909.0","1.0","1257.0","3166.0","1.0","524.0","1.0","80.0","2022-04-13 04:00:02.307","nan","1","353","nan","nan","nan","1","744","nan","nan"
"271635","R470687","R-16-3094-000N-0006","S8945 - AVERY SOUTH SEC 2 PH 6, BLOCK N, Lot 6","S8945","S8945 - AVERY SOUTH SEC 2 PH 6","N","6","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","600730.0","426061.0","145000.0","455730.0","0.0","395577.0","387328.0","103000.0","292577.0","0.0","2300.0","R251501D","R251501D - Avery Ranch South","9505 STANWICH DR, AUSTIN, TX  78717","9505","STANWICH","DR","AUSTIN","TX","78717","SRR","R4","2006.0","2013-03-13 00:00:00.000","2.0","","2006.0","A1","WEST ROUND ROCK MRA","1.0","2300.0","","0.0","2300.0","1.0","462.0","2.0","295.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"272119","R471178","R-16-3092-000H-0012","S8894 - AVERY SOUTH SEC 2 PH 4, BLOCK H, Lot 12","S8894","S8894 - AVERY SOUTH SEC 2 PH 4","H","12","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","726119.0","726119.0","145000.0","581119.0","0.0","475408.0","475408.0","103000.0","372408.0","0.0","2510.0","R251501D","R251501D - Avery Ranch South","9817 MORGAN CREEK DR, AUSTIN, TX  78717","9817","MORGAN CREEK","DR","AUSTIN","TX","78717","SRR","R5","2006.0","2006-09-15 00:00:00.000","2.0","1.0","2006.0","A1","WEST ROUND ROCK MRA","1.0","2510.0","","0.0","2510.0","1.0","523.0","2.0","138.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233111","R424414","R-16-3023-000C-0001","S7999 - Avery South Sec 1 Ph 2, BLOCK C, Lot 1","S7999","S7999 - Avery South Sec 1 Ph 2","C","1","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","650287.0","466753.0","130000.0","520287.0","0.0","436544.0","424321.0","89000.0","347544.0","0.0","2281.0","R251501D","R251501D - Avery Ranch South","9437 CAVES VALLEY DR, AUSTIN, TX  78717","9437","CAVES VALLEY","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2013-02-19 00:00:00.000","2.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2281.0","","0.0","2281.0","1.0","420.0","2.0","234.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","3.000000","nan"
"233114","R424417","R-16-3023-000D-0002","S7999 - Avery South Sec 1 Ph 2, BLOCK D, Lot 2","S7999","S7999 - Avery South Sec 1 Ph 2","D","2","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","648874.0","464178.0","130000.0","518874.0","0.0","435225.0","421980.0","89000.0","346225.0","0.0","2272.0","R251501D","R251501D - Avery Ranch South","15709 EDENDERRY DR, AUSTIN, TX  78717","15709","EDENDERRY","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2004-06-18 00:00:00.000","2.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2272.0","","0.0","2272.0","1.0","400.0","2.0","238.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233171","R424474","R-16-3023-000K-0015","S7999 - Avery South Sec 1 Ph 2, BLOCK K, Lot 15","S7999","S7999 - Avery South Sec 1 Ph 2","K","15","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","653918.0","653918.0","145000.0","508918.0","0.0","437525.0","416096.0","103000.0","334525.0","0.0","2179.0","R251501D","R251501D - Avery Ranch South","15413 FISHER ISLAND DR, AUSTIN, TX  78717","15413","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2021-09-23 00:00:00.000","2.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2179.0","","0.0","2179.0","1.0","400.0","2.0","176.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
